color;density;height;id;image;info;intake_id;is_fire_treated;is_planed;is_straight;label;length;name;paint;price;project_type;reservation_name;reservation_time;reserved;source;storage_location;timestamp;type;weight;width;wood_id;wood_species
129,96,51;833;20.0;132;/path/to/image.jpg;Damaged;1.0;FALSE;TRUE;TRUE;;800;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C13;10/10/2023 10:43;hardwood;600;45;;
119,82,40;1090;23.0;133;/path/to/image.jpg;Unusable;1.0;FALSE;TRUE;TRUE;;1692;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;1400;33;;
174,155,117;539;19.0;134;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1689;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;900;52;;
155,134,111;538;26.0;135;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1050;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C4;10/10/2023 10:43;hardwood;500;34;;
116,78,33;639;12.0;136;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1684;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;750;58;;
154,145,133;421;26.0;137;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;805;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C13;10/10/2023 10:43;hardwood;450;51;;
151,143,133;368;40.0;138;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;904;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C10;10/10/2023 10:43;hardwood;600;45;;
119,83,39;750;34.0;139;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;886;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C11;10/10/2023 10:43;hardwood;950;42;;
169,140,102;572;44.0;140;/path/to/image.jpg;Needs cut + Hole;1.0;FALSE;TRUE;TRUE;;812;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C12;10/10/2023 10:43;hardwood;900;44;;
207,169,125;564;10.0;141;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1875;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D5;10/10/2023 10:43;hardwood;550;52;;
158,140,114;391;10.0;142;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1965;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:43;hardwood;400;52;;
155, 132, 106;642;16.0;143;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1460;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;1200;80;;
147,127,101;619;24.0;144;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1930;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:43;hardwood;1550;54;;
142,115,83;534;11.0;145;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;1700;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;850;85;;
153,115,69;454;22.0;147;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;1000;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C7;10/10/2023 10:43;hardwood;500;50;;
152, 122, 93;547;5.0;148;/path/to/image.jpg;Cracked;1.0;FALSE;TRUE;TRUE;;1480;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;300;74;;
139,127, 111;547;5.0;149;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1480;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;300;74;;
173,156,121;647;18.0;150;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1590;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;1000;54;;
138,113,76;621;11.0;151;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;2010;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:43;hardwood;550;40;;
154,138,102;527;15.0;152;/path/to/image.jpg;Chamfer;1.0;FALSE;TRUE;TRUE;;1580;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:43;hardwood;500;40;;
162, 124, 93;486;12.0;153;/path/to/image.jpg;Chipped;1.0;FALSE;TRUE;TRUE;;1200;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:43;hardwood;350;50;;
159, 124, 94;423;10.0;154;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1390;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:43;hardwood;200;34;;
162,156,149;402;34.0;155;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1020;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C6;10/10/2023 10:43;hardwood;600;43;;
159,149,137;427;34.0;156;/path/to/image.jpg;Hole;1.0;FALSE;TRUE;TRUE;;800;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C13;10/10/2023 10:43;hardwood;500;43;;
159, 141, 115;675;26.0;157;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1386;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:43;hardwood;950;39;;
146,125,102;925;12.0;158;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;900;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C11;10/10/2023 10:43;hardwood;600;60;;
157,149,138;417;14.0;159;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;950;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C8;10/10/2023 10:43;hardwood;250;45;;
138,128,115;426;22.0;160;/path/to/image.jpg;Damaged;1.0;FALSE;TRUE;TRUE;;800;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C13;10/10/2023 10:43;hardwood;300;40;;
125, 103, 83;337;15.0;161;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1480;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;300;40;;
193,125,97;568;20.0;162;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1680;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:43;hardwood;650;34;;
150,129,106;420;20.0;163;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;1190;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C1;10/10/2023 10:43;hardwood;350;35;;
150,145,131;666;24.0;164;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1840;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;1000;34;;
173,154,119;499;20.0;165;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1765;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;600;34;;
177,156,122;784;15.0;166;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1860;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;700;32;;
160,155,126;706;20.0;167;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1956;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:43;hardwood;1050;38;;
175,149,112;627;14.0;168;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1686;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;400;27;;
122, 105, 83;663;30.0;170;/path/to/image.jpg;chipped;1.0;FALSE;TRUE;TRUE;;1423;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:43;hardwood;850;30;;
160,143,101;809;21.0;171;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2000;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:43;hardwood;850;25;;
177,150,96;631;15.0;172;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2030;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:43;hardwood;500;26;;
150,126,85;752;13.0;173;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1757;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;550;32;;
185,154,112;597;16.0;174;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1568;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:43;hardwood;450;30;;
143, 118, 97;630;15.0;175;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1220;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:43;hardwood;300;26;;
143,106,66;705;25.0;176;/path/to/image.jpg;Damaged;1.0;FALSE;TRUE;TRUE;;1020;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C6;10/10/2023 10:43;hardwood;450;25;;
99,116,96;546;18.0;177;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1881;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D5;10/10/2023 10:43;hardwood;500;27;;
150,130,100;763;12.0;178;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;1616;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;400;27;;
157,140,107;469;7.0;179;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1692;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;150;27;;
162,157,137;655;12.0;180;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1906;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D4;10/10/2023 10:43;hardwood;450;30;;
168,153,116;692;12.0;181;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2005;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:43;hardwood;450;27;;
150,115,70;590;21.0;182;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1820;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D7;10/10/2023 10:43;hardwood;700;31;;
150,115,67;737;10.0;183;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1750;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;400;31;;
143,137,119;780;14.0;184;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1525;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);;10/10/2023 10:43;hardwood;450;27;;
136,109,68;707;17.0;185;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1941;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:43;hardwood;700;30;;
149,123,79;750;14.0;186;/path/to/image.jpg;slighty bended;1.0;FALSE;TRUE;TRUE;;2014;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:43;hardwood;550;26;;
193,158,94;629;14.0;187;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2044;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D1;10/10/2023 10:43;hardwood;450;25;;
193,170,134;549;14.0;189;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1684;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;350;27;;
151,112,60;629;24.0;190;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1589;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;600;25;;
153,129,98;643;17.0;191;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1693;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;500;27;;
157,118,67;633;17.0;192;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1719;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B2;10/10/2023 10:43;hardwood;500;27;;
170,143,100;712;24.0;193;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1583;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:43;hardwood;650;24;;
137,118,88;615;17.0;194;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1594;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;450;27;;
171,157,119;746;14.0;195;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1594;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;450;27;;
213,189,150;526;17.0;196;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1654;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B5;10/10/2023 10:43;hardwood;400;27;;
182,170,139;754;11.0;197;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2007;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:43;hardwood;450;27;;
163,142,112;753;12.0;199;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1701;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;400;26;;
198,182,152;762;16.0;200;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1707;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;500;24;;
181,164,134;664;21.0;201;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2007;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:43;hardwood;700;25;;
148,131,101;789;11.0;202;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1644;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B5;10/10/2023 10:43;hardwood;300;21;;
153, 132, 109;881;19.0;203;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1493;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;600;24;;
179,163,131;707;12.0;204;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1745;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;400;27;;
198,168,124;647;20.0;206;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1655;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:43;hardwood;450;21;;
218,160,87;734;15.0;207;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1850;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;550;27;;
109,85,55;548;22.0;208;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1656;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:43;hardwood;500;25;;
230,195,141;574;19.0;210;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1865;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;550;27;;
173,104,62;462;20.0;211;/path/to/image.jpg;Needs Cut, slightly bended;1.0;FALSE;TRUE;TRUE;;1620;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B5;10/10/2023 10:43;hardwood;300;20;;
132,90,34;692;15.0;212;/path/to/image.jpg;Needs Cut, slightly bended;1.0;FALSE;TRUE;TRUE;;1520;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B;10/10/2023 10:43;hardwood;300;19;;
127,86,30;718;12.0;213;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1526;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;250;19;;
172,165,147;436;50.0;214;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1872;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;2900;71;;
170,152,114;682;21.0;215;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1662;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:43;hardwood;500;21;;
147,128,104;735;15.0;216;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;1170;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C1;10/10/2023 10:43;hardwood;400;31;;
144, 133, 119;514;20.0;217;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1250;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:43;hardwood;450;35;;
110, 82, 68;787;6.0;218;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1230;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:43;hardwood;250;43;;
120,86,49;332;34.0;219;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1590;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;900;50;;
113, 80, 54;1070;25.0;220;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1495;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;1200;30;;
117,81,55;701;23.0;221;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1830;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D7;10/10/2023 10:43;hardwood;650;22;;
99,64,30;1047;25.0;222;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1528;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);;10/10/2023 10:43;hardwood;1000;25;;
122, 85, 59;540;21.0;223;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1240;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:43;hardwood;450;32;;
117,82,39;700;20.0;224;/path/to/image.jpg;Chamfer;1.0;FALSE;TRUE;TRUE;;1570;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:43;hardwood;550;25;;
107,76,42;641;18.0;225;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1710;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;750;38;;
112, 80, 56;962;18.0;226;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1443;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;750;30;;
99,61,39;1123;29.0;227;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1534;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B;10/10/2023 10:43;hardwood;2200;44;;
122, 97, 70;758;26.0;228;/path/to/image.jpg;chipped;1.0;FALSE;TRUE;TRUE;;1440;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:43;hardwood;1250;44;;
143, 89, 51;817;23.0;230;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1396;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:43;hardwood;1050;40;;
108,77,50;578;35.0;231;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1553;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B8;10/10/2023 10:43;hardwood;1100;35;;
92,54,17;627;21.0;232;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1987;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:43;hardwood;550;21;;
99,58,10;717;24.0;233;/path/to/image.jpg;slighty bended;1.0;FALSE;TRUE;TRUE;;1859;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;800;25;;
131,85,49;563;29.0;234;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1903;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D4;10/10/2023 10:43;hardwood;1150;37;;
108,73,39;1188;19.0;235;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1743;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B2;10/10/2023 10:43;hardwood;1850;47;;
142, 99, 69;1140;15.0;236;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1494;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;1150;45;;
115,87,52;675;19.0;237;/path/to/image.jpg;Slightly bended;1.0;FALSE;TRUE;TRUE;;1611;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;600;29;;
118,93,51;964;11.0;238;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1755;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;950;51;;
123,97,73;622;25.0;240;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1855;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;750;26;;
126,77,39;679;9.0;241;/path/to/image.jpg;Groves;1.0;FALSE;TRUE;TRUE;;1835;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;550;49;;
121,94,60;698;10.0;242;/path/to/image.jpg;Needs cut, Twisted;1.0;FALSE;TRUE;TRUE;;1790;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;500;40;;
110,75,39;567;22.0;244;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1794;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;650;29;;
88,65,49;622;12.0;245;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1507;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);;10/10/2023 10:43;hardwood;450;40;;
96,61,23;720;18.0;246;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1713;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B2;10/10/2023 10:43;hardwood;600;27;;
95,57,34;630;22.0;247;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1153;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C2;10/10/2023 10:43;hardwood;400;25;;
104,70,27;630;15.0;248;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1824;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D7;10/10/2023 10:43;hardwood;1000;58;;
121, 66, 40;881;16.0;249;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1255;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:43;hardwood;850;48;;
82, 50, 33;819;16.0;250;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1430;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:43;hardwood;450;24;;
104,72,43;603;18.0;251;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1709;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:43;hardwood;650;35;;
130,103,67;665;11.0;252;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1707;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;12/10/2023 13:48;hardwood;500;40;;
105, 87, 67;699;22.0;253;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;975;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C8;12/10/2023 13:56;hardwood;600;40;;
164,142,121;632;26.0;254;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;925;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C10;12/10/2023 14:03;hardwood;1750;115;;
192,157,111;678;25.0;255;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1032;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C6;12/10/2023 14:04;hardwood;1050;60;;
137,92,55;596;30.0;256;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;991;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C8;12/10/2023 14:06;hardwood;550;31;;
